"STATION","NAME","DATE","DLY-CLDD-BASE45","DLY-CLDD-BASE50","DLY-CLDD-BASE55","DLY-CLDD-BASE57","DLY-CLDD-BASE60","DLY-CLDD-BASE70","DLY-CLDD-BASE72","DLY-CLDD-NORMAL","DLY-DUTR-NORMAL","DLY-DUTR-STDDEV","DLY-GRDD-BASE40","DLY-GRDD-BASE45","DLY-GRDD-BASE50","DLY-GRDD-BASE55","DLY-GRDD-BASE57","DLY-GRDD-BASE60","DLY-GRDD-BASE65","DLY-GRDD-BASE70","DLY-GRDD-BASE72","DLY-GRDD-TB4886","DLY-GRDD-TB5086","DLY-HTDD-BASE40","DLY-HTDD-BASE45","DLY-HTDD-BASE50","DLY-HTDD-BASE55","DLY-HTDD-BASE57","DLY-HTDD-BASE60","DLY-HTDD-NORMAL","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","DLY-TAVG-NORMAL","DLY-TAVG-STDDEV","DLY-TMAX-NORMAL","DLY-TMAX-STDDEV","DLY-TMIN-NORMAL","DLY-TMIN-STDDEV","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","02-26","-7777","-7777","-7777","0","0","0","0","0","17.8","7.6","-7777","-7777","-7777","-7777","0","0","0","0","0","-7777","-7777","12","16","21","26","28","31","36","0.04","0.10","0.30","38.0","193","58","13","0.2","0.6","2.1","243","101","43","26","6","2","5","8","479","348","245","76","28.7","9.7","37.6","10.1","19.8","10.7","2.02","11.3","4.61","29.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","02-27","-7777","-7777","-7777","0","0","0","0","0","17.9","7.6","1","-7777","-7777","-7777","0","0","0","0","0","-7777","-7777","11","16","21","26","28","31","36","0.04","0.10","0.31","38.1","194","58","13","0.2","0.6","2.1","240","100","42","26","6","2","5","8","470","340","239","74","29.0","9.7","37.9","10.1","20.1","10.6","2.11","11.8","4.70","29.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","02-28","-7777","-7777","-7777","-7777","0","0","0","0","17.9","7.7","1","-7777","-7777","-7777","-7777","0","0","0","0","-7777","-7777","11","16","21","26","28","31","36","0.04","0.10","0.31","38.1","194","59","13","0.2","0.6","2.1","237","99","42","25","6","2","5","8","460","333","233","72","29.3","9.7","38.2","10.2","20.3","10.6","2.20","12.2","4.79","30.1"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","02-29","-7777","-7777","-7777","-7777","0","0","0","0","17.9","7.7","1","-7777","-7777","-7777","-7777","0","0","0","0","-7777","-7777","11","16","21","26","28","31","36","0.04","0.10","0.31","38.2","195","59","14","0.2","0.6","2.1","234","98","41","25","6","2","5","8","451","325","228","70","29.4","9.7","38.4","10.2","20.5","10.6",,,,
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-01","-7777","-7777","-7777","-7777","0","0","0","0","17.9","7.7","1","-7777","-7777","-7777","-7777","0","0","0","0","1","-7777","11","16","20","25","27","30","35","0.04","0.10","0.31","38.2","195","59","14","0.2","0.6","2.2","231","98","41","25","6","2","4","8","441","317","221","68","29.6","9.7","38.6","10.2","20.6","10.6","0.09","0.5","4.88","30.6"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-02","-7777","-7777","-7777","-7777","0","0","0","0","18.0","7.7","1","-7777","-7777","-7777","-7777","0","0","0","0","1","-7777","11","15","20","25","27","30","35","0.04","0.10","0.32","38.3","196","60","14","0.2","0.6","2.2","228","97","41","25","6","2","4","8","430","308","215","65","29.9","9.6","38.9","10.2","20.9","10.5","0.19","0.9","4.98","31.0"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-03","-7777","-7777","-7777","-7777","0","0","0","0","18.0","7.7","1","-7777","-7777","-7777","-7777","0","0","0","0","1","-7777","10","15","20","25","27","30","35","0.04","0.11","0.32","38.4","198","61","15","0.2","0.6","2.2","225","96","40","25","6","2","4","8","420","300","209","63","30.2","9.6","39.2","10.2","21.2","10.4","0.28","1.4","5.07","31.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-04","-7777","-7777","-7777","-7777","0","0","0","0","18.1","7.7","1","-7777","-7777","-7777","-7777","0","0","0","0","1","-7777","10","15","20","24","26","29","34","0.04","0.11","0.32","38.5","199","62","15","0.2","0.7","2.2","222","95","40","25","6","2","4","8","409","292","202","61","30.5","9.5","39.6","10.2","21.5","10.4","0.38","1.9","5.17","32.0"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-05","-7777","-7777","-7777","-7777","0","0","0","0","18.1","7.8","1","-7777","-7777","-7777","-7777","0","0","0","0","1","-7777","10","14","19","24","26","29","34","0.04","0.11","0.33","38.6","201","62","15","0.3","0.7","2.2","219","94","39","25","6","2","4","8","398","283","196","59","30.9","9.5","39.9","10.2","21.8","10.3","0.47","2.3","5.26","32.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-06","-7777","-7777","-7777","-7777","0","0","0","0","18.2","7.8","1","-7777","-7777","-7777","-7777","0","0","0","0","1","-7777","10","14","19","24","26","29","34","0.04","0.11","0.33","38.7","202","63","16","0.3","0.7","2.3","215","93","39","24","6","2","4","8","387","275","189","57","31.2","9.5","40.3","10.2","22.1","10.2","0.57","2.8","5.36","32.9"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-07","-7777","-7777","-7777","-7777","0","0","0","0","18.2","7.8","1","-7777","-7777","-7777","-7777","0","0","0","0","1","1","9","14","19","23","25","28","33","0.04","0.11","0.33","38.8","204","64","16","0.3","0.7","2.3","212","92","38","24","6","2","4","8","376","267","183","54","31.5","9.4","40.6","10.3","22.4","10.1","0.67","3.2","5.46","33.3"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-08","-7777","-7777","-7777","-7777","-7777","0","0","-7777","18.3","7.9","1","-7777","-7777","-7777","-7777","-7777","-7777","0","0","1","1","9","13","18","23","25","28","33","0.04","0.11","0.34","38.9","205","65","16","0.3","0.7","2.3","208","91","38","24","6","2","4","8","365","258","176","52","31.9","9.4","41.0","10.3","22.7","10.0","0.77","3.7","5.56","33.8"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-09","-7777","-7777","-7777","-7777","-7777","0","0","-7777","18.3","7.9","1","-7777","-7777","-7777","-7777","-7777","-7777","0","0","1","1","9","13","18","23","25","28","33","0.04","0.11","0.34","39.0","206","65","17","0.3","0.7","2.3","205","90","37","23","6","2","4","8","354","250","170","50","32.2","9.3","41.4","10.3","23.1","10.0","0.87","4.1","5.66","34.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-10","-7777","-7777","-7777","-7777","-7777","0","0","-7777","18.4","7.9","1","-7777","-7777","-7777","-7777","-7777","-7777","0","0","1","1","9","13","18","22","24","27","32","0.04","0.11","0.34","39.1","207","66","17","0.3","0.7","2.3","201","89","36","22","6","2","4","8","343","241","163","49","32.6","9.3","41.8","10.3","23.4","9.9","0.97","4.6","5.76","34.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-11","-7777","-7777","-7777","-7777","-7777","0","0","-7777","18.4","8.0","1","-7777","-7777","-7777","-7777","-7777","-7777","0","0","1","1","8","13","17","22","24","27","32","0.04","0.11","0.35","39.2","208","66","17","0.3","0.7","2.3","198","87","35","22","6","2","4","8","332","232","156","47","32.9","9.2","42.1","10.3","23.7","9.8","1.07","5.0","5.86","35.1"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-12","1","-7777","-7777","-7777","-7777","0","0","-7777","18.4","8.0","1","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","8","12","17","22","24","27","32","0.04","0.11","0.35","39.3","209","67","17","0.3","0.7","2.3","194","85","35","21","6","2","4","8","321","223","150","45","33.3","9.2","42.5","10.3","24.1","9.7","1.17","5.4","5.96","35.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-13","1","-7777","-7777","-7777","-7777","0","0","-7777","18.5","8.1","1","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","8","12","17","21","23","26","31","0.04","0.11","0.35","39.4","210","67","18","0.3","0.7","2.3","190","84","34","21","6","2","4","8","309","215","143","43","33.7","9.2","42.9","10.3","24.4","9.7","1.26","5.7","6.05","35.8"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-14","1","-7777","-7777","-7777","-7777","0","0","-7777","18.5","8.2","1","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","7","12","16","21","23","26","31","0.04","0.12","0.35","39.4","210","67","18","0.3","0.7","2.2","186","82","33","20","6","2","4","7","298","206","137","41","34.1","9.1","43.3","10.4","24.8","9.6","1.36","6.1","6.15","36.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-15","1","-7777","-7777","-7777","-7777","0","0","-7777","18.6","8.2","2","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","7","11","16","21","23","26","31","0.04","0.12","0.36","39.5","211","67","18","0.3","0.7","2.2","182","80","32","19","6","2","4","7","287","197","131","40","34.5","9.1","43.8","10.4","25.2","9.5","1.47","6.5","6.26","36.6"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-16","1","-7777","-7777","-7777","-7777","0","0","-7777","18.7","8.3","2","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","7","11","15","20","22","25","30","0.04","0.12","0.36","39.5","211","68","18","0.3","0.7","2.2","178","78","31","18","6","2","4","7","275","188","125","38","34.8","9.1","44.2","10.4","25.5","9.5","1.57","6.8","6.36","36.9"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-17","1","-7777","-7777","-7777","-7777","0","0","-7777","18.7","8.3","2","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","6","10","15","20","22","25","30","0.04","0.12","0.36","39.6","212","68","18","0.3","0.7","2.2","174","76","30","17","5","2","4","7","264","180","118","36","35.2","9.0","44.6","10.5","25.9","9.4","1.68","7.2","6.47","37.3"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-18","1","-7777","-7777","-7777","-7777","0","0","-7777","18.8","8.4","2","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","6","10","15","19","21","24","29","0.04","0.12","0.36","39.6","213","68","18","0.3","0.7","2.2","169","73","29","17","5","2","4","7","253","171","112","34","35.6","9.0","45.0","10.5","26.3","9.3","1.79","7.6","6.58","37.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-19","1","-7777","-7777","-7777","-7777","0","0","-7777","18.8","8.5","2","1","-7777","-7777","-7777","-7777","-7777","0","0","1","1","6","10","14","19","21","24","29","0.04","0.12","0.37","39.7","214","69","18","0.3","0.7","2.2","164","71","28","16","5","2","4","7","241","162","106","32","36.0","9.0","45.5","10.5","26.6","9.3","1.90","7.9","6.69","38.0"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-20","1","-7777","-7777","-7777","-7777","0","0","-7777","18.9","8.5","2","1","-7777","-7777","-7777","-7777","-7777","0","0","2","1","6","9","14","19","21","24","29","0.04","0.12","0.37","39.8","215","69","18","0.3","0.7","2.2","159","69","27","15","5","2","4","7","230","154","100","31","36.5","8.9","45.9","10.6","27.0","9.2","2.01","8.3","6.80","38.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-21","1","-7777","-7777","-7777","-7777","0","0","-7777","18.9","8.6","2","1","-7777","-7777","-7777","-7777","-7777","0","0","2","1","5","9","13","18","20","23","28","0.04","0.12","0.37","39.8","216","69","18","0.3","0.7","2.2","154","66","26","15","5","2","4","7","218","145","94","29","36.9","8.9","46.3","10.6","27.4","9.1","2.12","8.6","6.91","38.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-22","1","-7777","-7777","-7777","-7777","0","0","-7777","19.0","8.6","2","1","-7777","-7777","-7777","-7777","-7777","0","0","2","1","5","9","13","18","20","23","28","0.04","0.12","0.37","39.8","217","69","19","0.3","0.7","2.2","149","64","25","14","5","2","4","7","207","136","88","27","37.3","8.9","46.8","10.6","27.8","9.0","2.24","8.9","7.03","39.0"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-23","1","-7777","-7777","-7777","-7777","0","0","-7777","19.1","8.7","2","1","-7777","-7777","-7777","-7777","-7777","0","0","2","1","5","8","13","17","19","22","27","0.04","0.12","0.37","39.7","217","69","19","0.3","0.7","2.2","143","61","24","13","5","2","4","7","195","127","82","25","37.7","8.8","47.3","10.7","28.2","9.0","2.35","9.2","7.14","39.3"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-24","1","-7777","-7777","-7777","-7777","0","0","-7777","19.1","8.7","2","1","-7777","-7777","-7777","-7777","-7777","0","0","2","2","4","8","12","17","19","22","27","0.04","0.12","0.37","39.7","218","69","19","0.3","0.7","2.2","138","59","23","13","5","2","4","7","184","119","76","24","38.2","8.8","47.7","10.6","28.6","8.9","2.46","9.4","7.25","39.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-25","1","-7777","-7777","-7777","-7777","0","0","-7777","19.2","8.7","3","1","-7777","-7777","-7777","-7777","-7777","0","0","2","2","4","8","12","17","19","21","26","0.04","0.12","0.37","39.8","219","69","19","0.3","0.7","2.1","133","57","22","12","5","2","4","7","173","111","71","22","38.6","8.7","48.2","10.6","29.0","8.8","2.57","9.7","7.36","39.8"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-26","1","-7777","-7777","-7777","-7777","0","0","-7777","19.3","8.8","3","1","-7777","-7777","-7777","-7777","-7777","0","0","2","2","4","7","11","16","18","21","26","0.04","0.12","0.37","39.8","221","70","20","0.3","0.7","2.1","128","54","21","12","5","2","4","7","162","103","65","20","39.0","8.6","48.7","10.6","29.4","8.7","2.68","10.0","7.47","40.1"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-27","1","1","-7777","-7777","-7777","0","0","-7777","19.3","8.8","3","1","1","-7777","-7777","-7777","-7777","0","0","2","2","4","7","11","16","18","21","26","0.04","0.13","0.38","39.9","222","70","20","0.3","0.7","2.1","123","52","20","11","5","2","4","7","152","96","60","19","39.5","8.6","49.1","10.6","29.8","8.6","2.79","10.2","7.58","40.3"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-28","1","1","-7777","-7777","-7777","0","0","-7777","19.4","8.8","3","1","1","-7777","-7777","-7777","-7777","0","0","2","2","3","7","11","15","17","20","25","0.04","0.13","0.38","39.9","223","70","20","0.3","0.7","2.2","118","50","19","11","5","2","4","7","143","89","56","18","39.9","8.5","49.6","10.6","30.2","8.5","2.89","10.4","7.68","40.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-29","2","1","-7777","-7777","-7777","0","0","-7777","19.5","8.9","3","2","1","-7777","-7777","-7777","-7777","0","0","3","2","3","6","10","15","17","20","25","0.04","0.13","0.38","40.0","224","70","20","0.2","0.7","2.1","113","48","18","10","4","2","4","7","133","82","51","16","40.3","8.5","50.1","10.6","30.6","8.5","3.00","10.6","7.79","40.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-30","2","1","-7777","-7777","-7777","0","0","-7777","19.6","8.9","4","2","1","-7777","-7777","-7777","-7777","0","0","3","2","3","6","10","15","16","19","24","0.04","0.13","0.38","40.0","225","70","20","0.2","0.7","2.1","108","46","18","10","4","2","4","7","125","76","47","15","40.8","8.4","50.6","10.5","31.0","8.4","3.10","10.8","7.89","40.9"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","03-31","2","1","-7777","-7777","-7777","0","0","-7777","19.6","8.9","4","2","1","-7777","-7777","-7777","-7777","0","0","3","2","3","6","10","14","16","19","24","0.04","0.13","0.38","40.1","226","70","20","0.2","0.7","2.1","103","44","17","9","4","2","3","7","116","70","43","14","41.2","8.4","51.1","10.6","31.4","8.3","3.21","11.0","8.00","41.1"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-01","2","1","-7777","-7777","-7777","0","0","-7777","19.7","9.0","4","2","1","-7777","-7777","-7777","-7777","0","0","3","3","3","5","9","14","16","18","23","0.04","0.13","0.38","40.1","227","69","20","-6666","-6666","-6666","99","42","16","9","4","-6666","-6666","-6666","108","64","39","13","41.7","8.3","51.5","10.6","31.8","8.2","0.10","0.1","8.10","41.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-02","2","1","-7777","-7777","-7777","0","0","-7777","19.8","9.0","4","2","1","-7777","-7777","-7777","-7777","0","0","3","3","2","5","9","13","15","18","23","0.04","0.13","0.38","40.1","227","69","20","-6666","-6666","-6666","94","40","15","8","4","-6666","-6666","-6666","101","59","35","12","42.1","8.3","52.0","10.6","32.2","8.2","0.21","0.3","8.21","41.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-03","2","1","-7777","-7777","-7777","0","0","-7777","19.9","9.0","5","2","1","-7777","-7777","-7777","-7777","0","0","3","3","2","5","8","13","15","18","22","0.04","0.13","0.38","40.1","227","69","20","-6666","-6666","-6666","90","38","14","8","4","-6666","-6666","-6666","94","54","32","11","42.6","8.3","52.5","10.6","32.6","8.1","0.32","0.4","8.32","41.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-04","3","1","-7777","-7777","-7777","0","0","-7777","20.0","9.0","5","3","1","-7777","-7777","-7777","-7777","0","0","4","3","2","5","8","12","14","17","22","0.04","0.13","0.37","40.1","227","69","20","-6666","-6666","-6666","85","36","13","7","4","-6666","-6666","-6666","87","49","29","10","43.0","8.3","53.0","10.6","33.0","8.1","0.43","0.5","8.43","41.6"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-05","3","1","-7777","-7777","-7777","0","0","-7777","20.1","9.1","5","3","1","-7777","-7777","-7777","-7777","0","0","4","3","2","4","8","12","14","17","22","0.04","0.13","0.37","40.1","227","68","19","-6666","-6666","-6666","81","34","12","7","4","-6666","-6666","-6666","81","45","26","9","43.5","8.2","53.5","10.6","33.4","8.0","0.54","0.6","8.54","41.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-06","3","1","-7777","-7777","-7777","0","0","-7777","20.2","9.1","5","3","1","-7777","-7777","-7777","-7777","0","0","4","3","2","4","7","12","13","16","21","0.04","0.13","0.37","40.0","227","68","19","-6666","-6666","-6666","77","32","11","7","4","-6666","-6666","-6666","75","41","23","8","43.9","8.2","54.0","10.6","33.8","8.0","0.64","0.8","8.64","41.9"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-07","3","1","-7777","-7777","-7777","0","0","-7777","20.2","9.1","6","3","1","-7777","-7777","-7777","-7777","0","0","4","3","1","4","7","11","13","16","21","0.04","0.13","0.37","40.0","227","68","19","-6666","-6666","-6666","73","31","11","7","4","-6666","-6666","-6666","69","37","21","7","44.3","8.2","54.5","10.6","34.2","7.9","0.75","0.9","8.75","42.0"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-08","3","1","-7777","-7777","-7777","-7777","0","-7777","20.3","9.2","6","3","1","-7777","-7777","-7777","-7777","-7777","0","4","3","1","3","6","11","13","15","20","0.04","0.13","0.37","40.0","227","68","19","-6666","-6666","-6666","69","29","10","6","3","-6666","-6666","-6666","64","33","18","6","44.8","8.1","54.9","10.6","34.6","7.9","0.86","1.0","8.86","42.1"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-09","3","1","1","-7777","-7777","-7777","-7777","-7777","20.4","9.2","6","3","1","1","-7777","-7777","-7777","-7777","-7777","4","4","1","3","6","10","12","15","20","0.04","0.13","0.37","39.9","227","68","19","-6666","-6666","-6666","65","27","9","6","3","-6666","-6666","-6666","59","30","16","6","45.2","8.1","55.4","10.6","35.0","7.9","0.97","1.1","8.97","42.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-10","3","1","1","-7777","-7777","-7777","-7777","-7777","20.5","9.2","7","3","1","1","-7777","-7777","-7777","-7777","-7777","5","4","1","3","6","10","12","15","19","0.04","0.13","0.36","39.8","227","68","18","-6666","-6666","-6666","61","26","9","6","3","-6666","-6666","-6666","54","27","14","5","45.7","8.1","55.9","10.6","35.4","7.8","1.08","1.2","9.08","42.3"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-11","4","2","1","-7777","-7777","-7777","-7777","-7777","20.6","9.2","7","4","2","1","-7777","-7777","-7777","-7777","-7777","5","4","1","3","6","10","11","14","19","0.04","0.13","0.36","39.8","227","68","18","-6666","-6666","-6666","58","24","8","5","3","-6666","-6666","-6666","49","24","13","4","46.1","8.1","56.4","10.6","35.8","7.8","1.19","1.3","9.19","42.4"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-12","4","2","1","1","-7777","-7777","-7777","-7777","20.7","9.2","7","4","2","1","1","-7777","-7777","-7777","-7777","5","4","1","2","5","9","11","14","19","0.04","0.13","0.36","39.7","227","68","18","-6666","-6666","-6666","54","23","8","5","3","-6666","-6666","-6666","45","21","11","4","46.5","8.1","56.9","10.6","36.2","7.7","1.30","1.4","9.30","42.5"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-13","4","2","1","1","-7777","-7777","-7777","-7777","20.8","9.2","8","4","2","1","1","-7777","-7777","-7777","-7777","5","4","1","2","5","9","11","13","18","0.04","0.13","0.36","39.7","227","68","18","-6666","-6666","-6666","51","22","7","5","3","-6666","-6666","-6666","41","19","9","3","46.9","8.1","57.3","10.6","36.5","7.7","1.41","1.5","9.41","42.6"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-14","4","2","1","1","-7777","-7777","-7777","-7777","20.9","9.2","8","4","2","1","1","-7777","-7777","-7777","-7777","5","5","1","2","5","9","10","13","18","0.04","0.13","0.36","39.7","227","69","18","-6666","-6666","-6666","48","20","7","5","2","-6666","-6666","-6666","37","17","8","2","47.3","8.0","57.8","10.6","36.9","7.7","1.52","1.6","9.52","42.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-15","5","2","1","1","-7777","-7777","-7777","-7777","21.0","9.1","8","5","2","1","1","-7777","-7777","-7777","-7777","6","5","1","2","4","8","10","13","17","0.04","0.13","0.36","39.7","228","69","18","-6666","-6666","-6666","45","19","6","5","2","-6666","-6666","-6666","34","15","7","2","47.8","8.0","58.3","10.6","37.3","7.7","1.62","1.6","9.62","42.7"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-16","5","2","1","1","-7777","-7777","-7777","-7777","21.1","9.1","9","5","2","1","1","-7777","-7777","-7777","-7777","6","5","-7777","2","4","8","10","12","17","0.04","0.13","0.37","39.7","228","70","18","-6666","-6666","-6666","42","18","6","5","2","-6666","-6666","-6666","31","13","6","2","48.2","8.0","58.7","10.5","37.6","7.6","1.73","1.7","9.73","42.8"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-17","5","2","1","1","-7777","-7777","-7777","-7777","21.2","9.1","9","5","2","1","1","-7777","-7777","-7777","-7777","6","5","-7777","1","4","8","9","12","17","0.04","0.13","0.37","39.6","228","70","18","-6666","-6666","-6666","40","17","5","5","2","-6666","-6666","-6666","28","12","5","1","48.6","7.9","59.2","10.4","38.0","7.6","1.83","1.8","9.83","42.9"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-18","5","3","1","1","-7777","-7777","-7777","-7777","21.3","9.1","9","5","3","1","1","-7777","-7777","-7777","-7777","6","5","-7777","1","4","7","9","12","16","0.03","0.13","0.37","39.6","228","70","18","-6666","-6666","-6666","37","16","5","4","2","-6666","-6666","-6666","26","10","5","1","49.0","7.8","59.6","10.4","38.3","7.6","1.93","1.9","9.93","43.0"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-19","6","3","1","1","1","-7777","-7777","-7777","21.4","9.1","10","6","3","1","1","1","-7777","-7777","-7777","6","5","-7777","1","3","7","9","11","16","0.03","0.13","0.37","39.5","228","70","18","-6666","-6666","-6666","35","15","5","4","2","-6666","-6666","-6666","24","9","4","1","49.4","7.8","60.0","10.3","38.7","7.5","2.03","1.9","10.03","43.0"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-20","6","3","1","1","1","-7777","-7777","-7777","21.4","9.1","10","6","3","1","1","1","-7777","-7777","-7777","7","6","-7777","1","3","7","8","11","15","0.03","0.13","0.37","39.5","229","70","18","-6666","-6666","-6666","33","14","4","4","2","-6666","-6666","-6666","22","8","4","1","49.8","7.8","60.5","10.3","39.0","7.5","2.14","2.0","10.14","43.1"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-21","6","3","2","1","1","-7777","-7777","-7777","21.5","9.1","10","6","3","2","1","1","-7777","-7777","-7777","7","6","-7777","1","3","6","8","11","15","0.03","0.13","0.37","39.6","229","71","17","-6666","-6666","-6666","31","13","4","4","2","-6666","-6666","-6666","20","8","3","1","50.1","7.7","60.9","10.2","39.4","7.5","2.23","2.0","10.23","43.1"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-22","6","3","2","1","1","-7777","-7777","-7777","21.6","9.1","11","6","3","2","1","1","-7777","-7777","-7777","7","6","-7777","1","3","6","8","10","15","0.03","0.13","0.37","39.6","230","71","17","-6666","-6666","-6666","29","12","4","4","1","-6666","-6666","-6666","18","7","3","1","50.5","7.7","61.3","10.2","39.7","7.5","2.34","2.1","10.34","43.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-23","7","4","2","1","1","-7777","-7777","-7777","21.7","9.1","11","7","4","2","1","1","-7777","-7777","-7777","7","6","-7777","1","3","6","7","10","14","0.03","0.13","0.37","39.6","230","71","17","-6666","-6666","-6666","27","11","3","3","1","-6666","-6666","-6666","17","6","3","1","50.9","7.7","61.7","10.1","40.0","7.5","2.44","2.1","10.44","43.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-24","7","4","2","1","1","-7777","-7777","-7777","21.8","9.1","11","7","4","2","1","1","-7777","-7777","-7777","7","6","-7777","1","3","6","7","9","14","0.03","0.13","0.37","39.6","229","71","16","-6666","-6666","-6666","25","11","3","3","1","-6666","-6666","-6666","15","6","3","1","51.3","7.6","62.1","10.1","40.4","7.5","2.53","2.1","10.53","43.2"
"USW00014735","ALBANY INTERNATIONAL AIRPORT, NY US","04-25","7","4","2","1","1","-7777","-7777","-7777","21.8","9.1","12","7","4","2","1","1","-7777","-7777","-7777","8","7","-7777","1","2","5","7","9","14","0.03","0.13","0.37","39.6","229","72","16","-6666","-6666","-6666","24","10","3","3","1","-6666","-6666","-6666","14","5","2","1","51.6","7.6","62.5","10.0","40.7","7.4","2.63","2.2","10.63","43.3"
